연도,주차,아형,인플루엔자 검출률
2023,34,A(H3N2),0.9
2023,33,A(H3N2),1.2
2023,32,A(H3N2),2.6
2023,31,A(H3N2),1.9
2023,30,A(H3N2),4.4
2023,29,A(H3N2),3.1
2023,28,A(H3N2),1.8
2023,27,A(H3N2),3.3
2023,26,A(H3N2),3.5
2023,25,A(H3N2),2.8
2023,24,A(H3N2),4.6
2023,23,A(H3N2),6.1
2023,22,A(H3N2),9.6
2023,21,A(H3N2),8.2
2023,20,A(H3N2),11.3
2023,19,A(H3N2),8.0
2023,18,A(H3N2),6.9
2023,17,A(H3N2),6.2
2023,16,A(H3N2),5.9
2023,15,A(H3N2),2.8
2023,14,A(H3N2),4.1
2023,13,A(H3N2),3.8
2023,12,A(H3N2),4.0
2023,11,A(H3N2),0.6
2023,10,A(H3N2),3.4
2023,9,A(H3N2),4.3
2023,8,A(H3N2),5.0
2023,7,A(H3N2),6.2
2023,6,A(H3N2),10.4
2023,5,A(H3N2),8.6
2023,4,A(H3N2),11.5
2023,3,A(H3N2),14.2
2023,2,A(H3N2),20.2
2023,1,A(H3N2),29.4
2022,53,A(H3N2),29.6
2022,52,A(H3N2),31.2
2022,51,A(H3N2),23.4
2022,50,A(H3N2),9.8
2022,49,A(H3N2),8.3
2022,48,A(H3N2),7.4
2022,47,A(H3N2),10.1
2022,46,A(H3N2),5.9
2022,45,A(H3N2),6.4
2022,44,A(H3N2),2.2
2022,43,A(H3N2),1.1
2022,42,A(H3N2),1.0
2022,41,A(H3N2),1.0
2022,40,A(H3N2),0.8
2022,39,A(H3N2),1.7
2022,38,A(H3N2),1.3
2022,37,A(H3N2),1.4
2022,36,A(H3N2),1.9
2023,35,B,0.0
2023,34,B,0.0
2023,33,B,0.0
2023,32,B,0.0
2023,31,B,0.0
2023,30,B,0.3
2023,29,B,0.0
2023,28,B,0.3
2023,27,B,0.0
2023,26,B,0.0
2023,25,B,0.4
2023,24,B,0.4
2023,23,B,0.9
2023,22,B,0.9
2023,21,B,2.1
2023,20,B,1.5
2023,19,B,1.7
2023,18,B,1.3
2023,17,B,0.8
2023,16,B,0.5
2023,15,B,0.3
2023,14,B,0.0
2023,13,B,0.5
2023,12,B,0.9
2023,11,B,0.0
2023,10,B,0.3
2023,9,B,0.4
2023,8,B,0.0
2023,7,B,0.8
2023,6,B,0.0
2023,5,B,0.0
2023,4,B,0.0
2023,3,B,0.0
2023,2,B,0.0
2023,1,B,0.0
2022,53,B,0.3
2022,52,B,0.0
2022,51,B,0.0
2022,50,B,0.0
2022,49,B,0.0
2022,48,B,0.0
2022,47,B,0.0
2022,46,B,0.0
2022,45,B,0.0
2022,44,B,0.0
2022,43,B,0.4
2022,42,B,0.0
2022,41,B,0.0
2022,40,B,0.0
2022,39,B,0.0
2022,38,B,0.0
2022,37,B,0.0
2022,36,B,0.0
2023,35,검출률,4.2
2023,34,검출률,2.1
2023,33,검출률,2.4
2023,32,검출률,6.0
2023,31,검출률,6.9
2023,30,검출률,10.6
2023,29,검출률,8.0
2023,28,검출률,6.3
2023,27,검출률,5.2
2023,26,검출률,5.7
2023,25,검출률,5.5
2023,24,검출률,10.0
2023,23,검출률,8.4
2023,22,검출률,15.2
2023,21,검출률,14.4
2023,20,검출률,15.6
2023,19,검출률,11.8
2023,18,검출률,12.9
2023,17,검출률,8.4
2023,16,검출률,8.8
2023,15,검출률,4.4
2023,14,검출률,5.4
2023,13,검출률,5.2
2023,12,검출률,4.9
2023,11,검출률,1.5
2023,10,검출률,4.1
2023,9,검출률,5.4
2023,8,검출률,5.3
2023,7,검출률,6.9
2023,6,검출률,10.8
2023,5,검출률,9.0
2023,4,검출률,11.5
2023,3,검출률,14.2
2023,2,검출률,20.6
2023,1,검출률,29.4
2022,53,검출률,30.3
2022,52,검출률,31.2
2022,51,검출률,23.4
2022,50,검출률,9.8
2022,49,검출률,8.3
2022,48,검출률,7.4
2022,47,검출률,10.1
2022,46,검출률,5.9
2022,45,검출률,6.4
2022,44,검출률,2.2
2022,43,검출률,1.4
2022,42,검출률,1.0
2022,41,검출률,1.0
2022,40,검출률,0.8
2022,39,검출률,1.7
2022,38,검출률,1.3
2022,37,검출률,1.4
2022,36,검출률,1.9
