연도,주차,연령대,의사환자 분율
2018,5,19-49세,39.0
2018,6,19-49세,32.7
2018,7,19-49세,32.0
2018,8,19-49세,21.1
2018,9,19-49세,16.5
2018,10,19-49세,12.9
2018,11,19-49세,9.7
2018,12,19-49세,9.3
2018,13,19-49세,8.1
2018,14,19-49세,7.2
2018,15,19-49세,8.3
2018,16,19-49세,6.6
2018,17,19-49세,9.5
2018,18,19-49세,6.0
2018,19,19-49세,6.7
2018,20,19-49세,5.8
2018,21,19-49세,5.3
2018,22,19-49세,5.4
2018,23,19-49세,4.7
2018,24,19-49세,3.9
2018,25,19-49세,5.1
2018,26,19-49세,4.7
2018,27,19-49세,4.6
2018,28,19-49세,3.5
2018,29,19-49세,4.3
2018,30,19-49세,3.6
2018,31,19-49세,4.2
2018,32,19-49세,2.5
2018,33,19-49세,3.1
2018,34,19-49세,2.7
2018,35,19-49세,2.5
2017,36,13-18세,8.2
2017,37,13-18세,8.0
2017,38,13-18세,6.4
2017,39,13-18세,6.0
2017,40,13-18세,4.8
2017,41,13-18세,5.0
2017,42,13-18세,4.1
2017,43,13-18세,4.5
2017,44,13-18세,4.2
2017,45,13-18세,6.0
2017,46,13-18세,6.0
2017,47,13-18세,13.8
2017,48,13-18세,29.6
2017,49,13-18세,50.8
2017,50,13-18세,72.0
2017,51,13-18세,115.6
2017,52,13-18세,121.8
2017,53,13-18세,121.8
2018,1,13-18세,99.3
2018,2,13-18세,82.1
2018,3,13-18세,53.5
2018,4,13-18세,43.0
2018,5,13-18세,27.1
2018,6,13-18세,30.2
2018,7,13-18세,23.9
2018,8,13-18세,18.1
2018,9,13-18세,13.1
2018,10,13-18세,12.1
2018,11,13-18세,11.7
2018,12,13-18세,8.7
2018,13,13-18세,10.1
2018,14,13-18세,7.3
2018,15,13-18세,5.6
2018,16,13-18세,6.4
2018,17,13-18세,3.9
2018,18,13-18세,6.3
2018,19,13-18세,5.5
2018,20,13-18세,7.1
2018,21,13-18세,9.1
2018,22,13-18세,4.9
2018,23,13-18세,6.7
2018,24,13-18세,7.1
2018,25,13-18세,3.8
2018,26,13-18세,5.0
2018,27,13-18세,3.5
2018,28,13-18세,3.4
2018,29,13-18세,6.3
2018,30,13-18세,5.2
2018,31,13-18세,3.9
2018,32,13-18세,1.8
2018,33,13-18세,0.4
2018,34,13-18세,4.9
2018,35,13-18세,3.8
2017,36,7-12세,6.3
2017,37,7-12세,7.8
2017,38,7-12세,7.2
2017,39,7-12세,7.4
2017,40,7-12세,2.9
2017,41,7-12세,6.4
2017,42,7-12세,6.7
2017,43,7-12세,5.7
2017,44,7-12세,6.8
2017,45,7-12세,7.0
2017,46,7-12세,10.4
2017,47,7-12세,15.1
2017,48,7-12세,23.9
2017,49,7-12세,49.2
2017,50,7-12세,82.4
2017,51,7-12세,122.6
2017,52,7-12세,144.8
2017,53,7-12세,144.8
2018,1,7-12세,119.8
2018,2,7-12세,93.6
2018,3,7-12세,98.6
2018,4,7-12세,63.7
2018,5,7-12세,58.8
2018,6,7-12세,52.0
2018,7,7-12세,50.2
2018,8,7-12세,21.5
2018,9,7-12세,20.3
2018,10,7-12세,18.2
2018,11,7-12세,17.7
2018,12,7-12세,12.2
2018,13,7-12세,8.5
2018,14,7-12세,8.2
2018,15,7-12세,7.8
2018,16,7-12세,8.6
2018,17,7-12세,8.9
2018,18,7-12세,10.7
2018,19,7-12세,9.6
2018,20,7-12세,8.7
2018,21,7-12세,9.8
2018,22,7-12세,11.5
2018,23,7-12세,6.0
2018,24,7-12세,5.5
2018,25,7-12세,7.7
2018,26,7-12세,5.1
2018,27,7-12세,6.3
2018,28,7-12세,8.5
2018,29,7-12세,8.8
2018,30,7-12세,5.1
2018,31,7-12세,5.0
2018,32,7-12세,3.8
2018,33,7-12세,4.9
2018,34,7-12세,6.3
2018,35,7-12세,6.6
2017,36,1-6세,6.7
2017,37,1-6세,6.4
2017,38,1-6세,7.0
2017,39,1-6세,8.0
2017,40,1-6세,2.6
2017,41,1-6세,5.9
2017,42,1-6세,7.3
2017,43,1-6세,5.8
2017,44,1-6세,7.3
2017,45,1-6세,7.4
2017,46,1-6세,9.4
2017,47,1-6세,10.5
2017,48,1-6세,18.5
2017,49,1-6세,20.8
2017,50,1-6세,33.3
2017,51,1-6세,63.7
2017,52,1-6세,89.7
2017,53,1-6세,89.7
2018,1,1-6세,86.9
2018,2,1-6세,101.0
2018,3,1-6세,103.1
2018,4,1-6세,79.9
2018,5,1-6세,63.1
2018,6,1-6세,52.7
2018,7,1-6세,51.7
2018,8,1-6세,31.9
2018,9,1-6세,22.9
2018,10,1-6세,19.6
2018,11,1-6세,15.5
2018,12,1-6세,10.9
2018,13,1-6세,10.6
2018,14,1-6세,8.5
2018,15,1-6세,10.8
2018,16,1-6세,8.7
2018,17,1-6세,8.4
2018,18,1-6세,9.5
2018,19,1-6세,8.7
2018,20,1-6세,9.5
2018,21,1-6세,8.3
2018,22,1-6세,8.2
2018,23,1-6세,7.5
2018,24,1-6세,7.8
2018,25,1-6세,6.3
2018,26,1-6세,6.9
2018,27,1-6세,7.8
2018,28,1-6세,7.5
2018,29,1-6세,9.6
2018,30,1-6세,7.6
2018,31,1-6세,8.6
2018,32,1-6세,5.3
2018,33,1-6세,6.2
2018,34,1-6세,7.8
2018,35,1-6세,6.8
2017,36,0세,3.9
2017,37,0세,3.4
2017,38,0세,6.3
2017,39,0세,2.4
2017,40,0세,0.9
2017,41,0세,3.1
2017,42,0세,4.5
2017,43,0세,3.9
2017,44,0세,5.8
2017,45,0세,7.5
2017,46,0세,8.2
2017,47,0세,7.8
2017,48,0세,10.0
2017,49,0세,16.7
2017,50,0세,15.5
2017,51,0세,17.0
2017,52,0세,25.7
2017,53,0세,25.7
2018,1,0세,33.9
2018,2,0세,48.5
2018,3,0세,32.6
2018,4,0세,15.3
2018,5,0세,18.3
2018,6,0세,20.7
2018,7,0세,19.5
2018,8,0세,13.6
2018,9,0세,11.7
2018,10,0세,9.7
2018,11,0세,4.2
2018,12,0세,4.8
2018,13,0세,3.5
2018,14,0세,3.0
2018,15,0세,6.0
2018,16,0세,4.1
2018,17,0세,5.5
2018,18,0세,6.7
2018,19,0세,5.9
2018,20,0세,6.5
2018,21,0세,3.9
2018,22,0세,6.6
2018,23,0세,6.8
2018,24,0세,4.2
2018,25,0세,3.1
2018,26,0세,3.8
2018,27,0세,5.2
2018,28,0세,3.2
2018,29,0세,4.2
2018,30,0세,11.0
2018,31,0세,6.0
2018,32,0세,3.3
2018,33,0세,2.6
2018,34,0세,4.5
2018,35,0세,1.9
