연도,주차,연령대,인플루엔자 검출률
2024,42,7-12세,0.8
2024,43,7-12세,1.3
2024,44,7-12세,1.8
2024,45,7-12세,1.0
2024,46,7-12세,1.3
2024,47,7-12세,1.5
2024,48,7-12세,3.4
2024,49,7-12세,5.5
2024,50,7-12세,11.7
2024,51,7-12세,22.9
2024,52,7-12세,59.3
2024,53,7-12세,46.5
2025,1,7-12세,44.5
2025,2,7-12세,36.5
2025,3,7-12세,28.8
2025,4,7-12세,18.1
2025,5,7-12세,12.2
2025,6,7-12세,10.9
2025,7,7-12세,16.5
2025,8,7-12세,17.9
2025,9,7-12세,18.5
2025,10,7-12세,24.0
2025,11,7-12세,30.4
2025,12,7-12세,39.2
2025,13,7-12세,37.9
2025,14,7-12세,47.7
2025,15,7-12세,45.2
2025,16,7-12세,36.8
2025,17,7-12세,25.1
2025,18,7-12세,25.6
2025,19,7-12세,16.1
2025,20,7-12세,13.1
2025,21,7-12세,9.5
2025,22,7-12세,4.9
2025,23,7-12세,3.9
2025,24,7-12세,2.9
2025,25,7-12세,2.9
2025,26,7-12세,2.7
2025,27,7-12세,1.6
2025,28,7-12세,1.9
2025,29,7-12세,1.5
2025,30,7-12세,3.0
2025,31,7-12세,0.4
2025,32,7-12세,1.1
2025,33,7-12세,2.0
2025,34,7-12세,2.4
2025,35,7-12세,1.3
2024,36,0-6세,0.4
2024,37,0-6세,0.4
2024,38,0-6세,0.5
2024,39,0-6세,0.6
2024,40,0-6세,0.5
2024,41,0-6세,1.1
2024,42,0-6세,1.0
2024,43,0-6세,0.8
2024,44,0-6세,0.9
2024,45,0-6세,0.7
2024,46,0-6세,0.8
2024,47,0-6세,0.8
2024,48,0-6세,1.2
2024,49,0-6세,1.4
2024,50,0-6세,2.7
2024,51,0-6세,6.3
2024,52,0-6세,24.4
2024,53,0-6세,20.4
2025,1,0-6세,22.5
2025,2,0-6세,19.3
2025,3,0-6세,13.6
2025,4,0-6세,10.2
2025,5,0-6세,5.7
2025,6,0-6세,4.4
2025,7,0-6세,4.7
2025,8,0-6세,4.2
2025,9,0-6세,3.6
2025,10,0-6세,3.4
2025,11,0-6세,2.6
2025,12,0-6세,3.6
2025,13,0-6세,3.8
2025,14,0-6세,5.8
2025,15,0-6세,5.1
2025,16,0-6세,4.8
2025,17,0-6세,2.6
2025,18,0-6세,2.9
2025,19,0-6세,2.1
2025,20,0-6세,1.3
2025,21,0-6세,1.1
2025,22,0-6세,0.5
2025,23,0-6세,0.4
2025,24,0-6세,0.2
2025,25,0-6세,0.6
2025,26,0-6세,0.4
2025,27,0-6세,0.5
2025,28,0-6세,0.4
2025,29,0-6세,0.7
2025,30,0-6세,0.5
2025,31,0-6세,0.5
2025,32,0-6세,0.5
2025,33,0-6세,0.9
2025,34,0-6세,1.0
2025,35,0-6세,0.7
