연도,주차,아형,인플루엔자 검출률
2020,17,A(H3N2),0.0
2020,16,A(H3N2),0.0
2020,15,A(H3N2),0.0
2020,14,A(H3N2),0.0
2020,13,A(H3N2),0.0
2020,12,A(H3N2),0.0
2020,11,A(H3N2),0.0
2020,10,A(H3N2),0.0
2020,9,A(H3N2),1.4
2020,8,A(H3N2),1.0
2020,7,A(H3N2),5.9
2020,6,A(H3N2),4.6
2020,5,A(H3N2),12.1
2020,4,A(H3N2),10.1
2020,3,A(H3N2),9.2
2020,2,A(H3N2),9.6
2020,1,A(H3N2),9.3
2019,53,A(H3N2),6.0
2019,52,A(H3N2),6.0
2019,51,A(H3N2),8.4
2019,50,A(H3N2),4.9
2019,49,A(H3N2),4.1
2019,48,A(H3N2),4.2
2019,47,A(H3N2),5.5
2019,46,A(H3N2),0.7
2019,45,A(H3N2),2.3
2019,44,A(H3N2),1.2
2019,43,A(H3N2),0.8
2019,42,A(H3N2),0.4
2019,41,A(H3N2),0.0
2019,40,A(H3N2),0.0
2019,39,A(H3N2),0.9
2019,38,A(H3N2),0.0
2019,37,A(H3N2),0.0
2019,36,A(H3N2),0.6
2020,35,B,0.0
2020,34,B,0.0
2020,33,B,0.0
2020,32,B,0.0
2020,31,B,0.0
2020,30,B,1.3
2020,29,B,1.4
2020,28,B,0.0
2020,27,B,0.0
2020,26,B,0.0
2020,25,B,0.0
2020,24,B,0.0
2020,23,B,0.0
2020,22,B,0.0
2020,21,B,0.0
2020,20,B,0.0
2020,19,B,0.0
2020,18,B,0.0
2020,17,B,0.0
2020,16,B,0.0
2020,15,B,0.0
2020,14,B,0.0
2020,13,B,0.0
2020,12,B,0.0
2020,11,B,0.0
2020,10,B,1.0
2020,9,B,0.0
2020,8,B,0.0
2020,7,B,3.2
2020,6,B,2.5
2020,5,B,1.2
2020,4,B,1.6
2020,3,B,0.3
2020,2,B,1.5
2020,1,B,0.3
2019,53,B,1.2
2019,52,B,1.2
2019,51,B,0.9
2019,50,B,1.0
2019,49,B,0.6
2019,48,B,0.3
2019,47,B,0.7
2019,46,B,0.0
2019,45,B,0.4
2019,44,B,0.0
2019,43,B,0.0
2019,42,B,0.0
2019,41,B,0.9
2019,40,B,0.0
2019,39,B,0.0
2019,38,B,0.0
2019,37,B,0.0
2019,36,B,0.0
2020,35,검출률,0.0
2020,34,검출률,0.0
2020,33,검출률,0.0
2020,32,검출률,0.0
2020,31,검출률,0.0
2020,30,검출률,1.3
2020,29,검출률,1.4
2020,28,검출률,0.0
2020,27,검출률,0.0
2020,26,검출률,0.0
2020,25,검출률,0.0
2020,24,검출률,0.0
2020,23,검출률,0.0
2020,22,검출률,0.0
2020,21,검출률,0.0
2020,20,검출률,0.0
2020,19,검출률,0.0
2020,18,검출률,0.0
2020,17,검출률,0.0
2020,16,검출률,0.0
2020,15,검출률,0.0
2020,14,검출률,0.0
2020,13,검출률,0.0
2020,12,검출률,0.0
2020,11,검출률,0.0
2020,10,검출률,1.0
2020,9,검출률,1.4
2020,8,검출률,3.9
2020,7,검출률,15.8
2020,6,검출률,16.7
2020,5,검출률,40.9
2020,4,검출률,43.4
2020,3,검출률,37.6
2020,2,검출률,40.6
2020,1,검출률,43.4
2019,53,검출률,35.1
2019,52,검출률,35.1
2019,51,검출률,25.9
2019,50,검출률,16.2
2019,49,검출률,18.6
2019,48,검출률,13.9
2019,47,검출률,15.4
2019,46,검출률,4.1
2019,45,검출률,6.9
2019,44,검출률,5.4
2019,43,검출률,3.8
2019,42,검출률,3.4
2019,41,검출률,3.2
2019,40,검출률,1.4
2019,39,검출률,1.4
2019,38,검출률,0.0
2019,37,검출률,0.0
2019,36,검출률,1.1
