연도,주차,연령대,인플루엔자 검출률
2018,44,13-18세,0.0
2018,45,13-18세,6.3
2018,46,13-18세,8.3
2018,47,13-18세,38.9
2018,48,13-18세,36.4
2018,49,13-18세,46.2
2018,50,13-18세,69.6
2018,51,13-18세,66.7
2018,52,13-18세,50.0
2018,53,13-18세,50.0
2019,1,13-18세,42.9
2019,2,13-18세,46.2
2019,3,13-18세,53.8
2019,4,13-18세,0.0
2019,5,13-18세,0.0
2019,6,13-18세,100.0
2019,7,13-18세,0.0
2019,8,13-18세,0.0
2019,9,13-18세,12.5
2019,10,13-18세,25.0
2019,11,13-18세,41.7
2019,12,13-18세,58.6
2019,13,13-18세,54.8
2019,14,13-18세,48.3
2019,15,13-18세,70.7
2019,16,13-18세,53.7
2019,17,13-18세,52.0
2019,18,13-18세,18.8
2019,19,13-18세,9.1
2019,20,13-18세,20.0
2019,21,13-18세,8.3
2019,22,13-18세,19.0
2019,23,13-18세,0.0
2019,24,13-18세,0.0
2019,25,13-18세,12.5
2019,26,13-18세,0.0
2019,27,13-18세,0.0
2019,28,13-18세,0.0
2019,29,13-18세,0.0
2019,30,13-18세,0.0
2019,31,13-18세,0.0
2019,32,13-18세,0.0
2019,33,13-18세,0.0
2019,34,13-18세,0.0
2019,35,13-18세,0.0
2018,36,7-12세,0.0
2018,37,7-12세,0.0
2018,38,7-12세,3.8
2018,40,7-12세,0.0
2018,41,7-12세,9.1
2018,42,7-12세,5.3
2018,43,7-12세,16.7
2018,44,7-12세,23.8
2018,45,7-12세,15.8
2018,46,7-12세,16.7
2018,47,7-12세,20.0
2018,48,7-12세,43.3
2018,49,7-12세,38.7
2018,50,7-12세,52.4
2018,51,7-12세,51.0
2018,52,7-12세,53.3
2018,53,7-12세,53.3
2019,1,7-12세,62.1
2019,2,7-12세,44.1
2019,3,7-12세,46.7
2019,4,7-12세,42.9
2019,5,7-12세,34.6
2019,7,7-12세,13.0
2019,8,7-12세,15.0
2019,9,7-12세,12.5
2019,10,7-12세,23.8
2019,11,7-12세,32.4
2019,12,7-12세,40.5
2019,13,7-12세,48.0
2019,14,7-12세,66.0
2019,15,7-12세,69.5
2019,16,7-12세,73.5
2019,17,7-12세,51.2
2019,18,7-12세,44.4
2019,19,7-12세,31.0
2019,20,7-12세,50.0
2019,21,7-12세,18.5
2019,22,7-12세,10.5
2019,23,7-12세,12.5
2019,24,7-12세,7.1
2019,25,7-12세,8.7
2019,26,7-12세,5.9
2019,27,7-12세,11.8
2019,28,7-12세,10.0
2019,29,7-12세,0.0
2019,30,7-12세,0.0
2019,31,7-12세,0.0
2019,32,7-12세,0.0
2019,33,7-12세,0.0
2019,34,7-12세,0.0
2019,35,7-12세,0.0
2018,36,0-6세,1.1
2018,37,0-6세,0.0
2018,38,0-6세,0.0
2018,39,0-6세,0.0
2018,40,0-6세,0.0
2018,41,0-6세,0.0
2018,42,0-6세,1.1
2018,43,0-6세,0.0
2018,44,0-6세,5.4
2018,45,0-6세,2.8
2018,46,0-6세,7.8
2018,47,0-6세,9.4
2018,48,0-6세,11.7
2018,49,0-6세,13.8
2018,50,0-6세,13.5
2018,51,0-6세,30.6
2018,52,0-6세,28.4
2018,53,0-6세,28.4
2019,1,0-6세,21.1
2019,2,0-6세,15.8
2019,3,0-6세,21.7
2019,4,0-6세,15.9
2019,5,0-6세,14.7
2019,7,0-6세,6.8
2019,8,0-6세,11.1
2019,9,0-6세,6.3
2019,10,0-6세,1.4
2019,11,0-6세,19.5
2019,12,0-6세,20.6
2019,13,0-6세,19.7
2019,14,0-6세,26.1
2019,15,0-6세,37.6
2019,16,0-6세,22.8
2019,17,0-6세,18.1
2019,18,0-6세,13.7
2019,19,0-6세,8.3
2019,20,0-6세,8.1
2019,21,0-6세,7.0
2019,22,0-6세,6.8
2019,23,0-6세,2.1
2019,24,0-6세,4.3
2019,25,0-6세,1.3
2019,26,0-6세,0.0
2019,27,0-6세,0.0
2019,28,0-6세,0.0
2019,29,0-6세,1.1
2019,30,0-6세,0.0
2019,31,0-6세,0.0
2019,32,0-6세,0.0
2019,33,0-6세,0.0
2019,34,0-6세,0.0
2019,35,0-6세,0.0
