연도,주차,연령대,인플루엔자 검출률
2018,13,0-6세,5.0
2018,14,0-6세,4.6
2018,15,0-6세,1.9
2018,16,0-6세,3.6
2018,17,0-6세,2.6
2018,18,0-6세,2.0
2018,19,0-6세,3.1
2018,20,0-6세,1.9
2018,21,0-6세,1.1
2018,22,0-6세,3.5
2018,23,0-6세,0.0
2018,24,0-6세,1.4
2018,25,0-6세,1.2
2018,26,0-6세,0.0
2018,27,0-6세,1.4
2018,28,0-6세,0.0
2018,29,0-6세,2.8
2018,30,0-6세,0.0
2018,31,0-6세,0.0
2018,32,0-6세,1.8
2018,33,0-6세,0.0
2018,34,0-6세,1.1
2018,35,0-6세,0.0
