연도,주차,연령대,의사환자 분율
2023,33,13-18세,11.9
2023,34,13-18세,14.9
2023,35,13-18세,14.8
2022,36,7-12세,5.9
2022,37,7-12세,8.4
2022,38,7-12세,6.2
2022,39,7-12세,6.4
2022,40,7-12세,5.2
2022,41,7-12세,6.1
2022,42,7-12세,5.9
2022,43,7-12세,6.9
2022,44,7-12세,8.7
2022,45,7-12세,11.3
2022,46,7-12세,24.0
2022,47,7-12세,22.7
2022,48,7-12세,33.1
2022,49,7-12세,29.0
2022,50,7-12세,58.9
2022,51,7-12세,101.0
2022,52,7-12세,138.7
2022,53,7-12세,154.6
2023,1,7-12세,138.7
2023,2,7-12세,89.2
2023,3,7-12세,55.9
2023,4,7-12세,42.9
2023,5,7-12세,25.7
2023,6,7-12세,23.9
2023,7,7-12세,22.0
2023,8,7-12세,17.7
2023,9,7-12세,14.6
2023,10,7-12세,18.9
2023,11,7-12세,20.0
2023,12,7-12세,16.4
2023,13,7-12세,22.6
2023,14,7-12세,25.8
2023,15,7-12세,38.2
2023,16,7-12세,38.4
2023,17,7-12세,43.1
2023,18,7-12세,48.7
2023,19,7-12세,49.2
2023,20,7-12세,49.1
2023,21,7-12세,52.8
2023,22,7-12세,43.8
2023,23,7-12세,36.1
2023,24,7-12세,34.2
2023,25,7-12세,31.4
2023,26,7-12세,33.5
2023,27,7-12세,42.7
2023,28,7-12세,43.0
2023,29,7-12세,39.5
2023,30,7-12세,29.7
2023,31,7-12세,26.7
2023,32,7-12세,15.1
2023,33,7-12세,18.3
2023,34,7-12세,17.1
2023,35,7-12세,20.7
2022,36,1-6세,6.3
2022,37,1-6세,6.5
2022,38,1-6세,6.0
2022,39,1-6세,7.9
2022,40,1-6세,12.1
2022,41,1-6세,10.7
2022,42,1-6세,7.2
2022,43,1-6세,8.7
2022,44,1-6세,8.1
2022,45,1-6세,9.3
2022,46,1-6세,10.0
2022,47,1-6세,12.2
2022,48,1-6세,14.2
2022,49,1-6세,13.2
2022,50,1-6세,20.1
2022,51,1-6세,37.6
2022,52,1-6세,59.3
2022,53,1-6세,67.1
2023,1,1-6세,57.9
2023,2,1-6세,59.4
2023,3,1-6세,42.2
2023,4,1-6세,31.2
2023,5,1-6세,23.1
2023,6,1-6세,21.0
2023,7,1-6세,17.9
2023,8,1-6세,14.1
2023,9,1-6세,13.7
2023,10,1-6세,15.1
2023,11,1-6세,15.2
2023,12,1-6세,15.4
2023,13,1-6세,17.1
2023,14,1-6세,19.0
2023,15,1-6세,21.0
2023,16,1-6세,21.6
2023,17,1-6세,26.7
2023,18,1-6세,25.2
2023,19,1-6세,25.4
2023,20,1-6세,29.5
2023,21,1-6세,26.4
2023,22,1-6세,24.1
2023,23,1-6세,21.3
2023,24,1-6세,17.7
2023,25,1-6세,18.6
2023,26,1-6세,21.9
2023,27,1-6세,17.1
2023,28,1-6세,18.5
2023,29,1-6세,17.1
2023,30,1-6세,15.0
2023,31,1-6세,10.4
2023,32,1-6세,13.6
2023,33,1-6세,16.1
2023,34,1-6세,12.2
2023,35,1-6세,10.6
2022,36,0세,4.1
2022,37,0세,1.2
2022,38,0세,3.4
2022,39,0세,2.2
2022,40,0세,3.5
2022,41,0세,2.6
2022,42,0세,3.3
2022,43,0세,2.7
2022,44,0세,4.4
2022,45,0세,4.1
2022,46,0세,4.5
2022,47,0세,5.5
2022,48,0세,7.7
2022,49,0세,4.0
2022,50,0세,5.9
2022,51,0세,12.9
2022,52,0세,15.0
2022,53,0세,21.5
2023,1,0세,22.2
2023,2,0세,26.1
2023,3,0세,16.8
2023,4,0세,17.8
2023,5,0세,15.1
2023,6,0세,12.3
2023,7,0세,7.2
2023,8,0세,6.7
2023,9,0세,5.2
2023,10,0세,6.6
2023,11,0세,7.4
2023,12,0세,7.6
2023,13,0세,12.3
2023,14,0세,15.6
2023,15,0세,17.7
2023,16,0세,17.5
2023,17,0세,20.1
2023,18,0세,19.1
2023,19,0세,15.0
2023,20,0세,17.4
2023,21,0세,17.9
2023,22,0세,14.4
2023,23,0세,17.5
2023,24,0세,12.2
2023,25,0세,15.1
2023,26,0세,11.6
2023,27,0세,11.4
2023,28,0세,9.3
2023,29,0세,7.7
2023,30,0세,8.8
2023,31,0세,5.4
2023,32,0세,6.5
2023,33,0세,8.3
2023,34,0세,5.1
2023,35,0세,1.1
