연도,주차,아형,인플루엔자 검출률
2022,26,B,0.0
2022,25,B,0.0
2022,24,B,0.0
2022,23,B,0.0
2022,22,B,0.0
2022,21,B,0.0
2022,20,B,0.0
2022,19,B,0.0
2022,18,B,0.0
2022,17,B,0.0
2022,16,B,0.0
2022,15,B,0.0
2022,14,B,0.0
2022,13,B,0.0
2022,12,B,0.0
2022,11,B,0.0
2022,10,B,0.0
2022,9,B,0.0
2022,8,B,0.0
2022,7,B,0.0
2022,6,B,0.0
2022,5,B,0.0
2022,4,B,0.0
2022,3,B,0.0
2022,2,B,0.0
2022,1,B,0.0
2021,53,B,0.0
2021,52,B,0.0
2021,51,B,0.0
2021,50,B,0.0
2021,49,B,0.0
2021,48,B,0.0
2021,47,B,0.0
2021,46,B,0.0
2021,45,B,0.0
2021,44,B,0.0
2021,43,B,0.0
2021,42,B,0.0
2021,41,B,0.0
2021,40,B,0.0
2021,39,B,0.0
2021,38,B,0.0
2021,37,B,0.0
2021,36,B,0.0
2022,35,검출률,4.2
2022,34,검출률,0.9
2022,33,검출률,3.0
2022,32,검출률,3.9
2022,31,검출률,1.3
2022,30,검출률,3.6
2022,29,검출률,2.3
2022,28,검출률,2.8
2022,27,검출률,0.0
2022,26,검출률,0.0
2022,25,검출률,0.0
2022,24,검출률,0.0
2022,23,검출률,0.0
2022,22,검출률,0.0
2022,21,검출률,0.0
2022,20,검출률,0.0
2022,19,검출률,0.0
2022,18,검출률,1.2
2022,17,검출률,0.0
2022,16,검출률,0.0
2022,15,검출률,0.0
2022,14,검출률,0.0
2022,13,검출률,0.0
2022,12,검출률,0.0
2022,11,검출률,0.0
2022,10,검출률,0.0
2022,9,검출률,0.0
2022,8,검출률,0.0
2022,7,검출률,0.0
2022,6,검출률,0.0
2022,5,검출률,0.0
2022,4,검출률,0.0
2022,3,검출률,0.0
2022,2,검출률,0.0
2022,1,검출률,0.0
2021,53,검출률,0.0
2021,52,검출률,0.0
2021,51,검출률,0.0
2021,50,검출률,0.0
2021,49,검출률,0.0
2021,48,검출률,0.0
2021,47,검출률,0.0
2021,46,검출률,0.0
2021,45,검출률,0.0
2021,44,검출률,0.0
2021,43,검출률,0.0
2021,42,검출률,0.0
2021,41,검출률,0.0
2021,40,검출률,0.0
2021,39,검출률,0.0
2021,38,검출률,0.0
2021,37,검출률,0.0
2021,36,검출률,0.0
