연도,주차,연령대,응급실 인플루엔자 환자
2019,50,19-49세,2130
2019,51,19-49세,3340
2019,52,19-49세,6996
2019,53,19-49세,6996
2020,1,19-49세,9668
2020,2,19-49세,7120
2020,3,19-49세,5197
2020,4,19-49세,7999
2020,5,19-49세,5252
2020,6,19-49세,1165
2020,7,19-49세,464
2020,8,19-49세,212
2020,9,19-49세,118
2020,10,19-49세,41
2020,11,19-49세,24
2020,12,19-49세,17
2020,13,19-49세,21
2020,14,19-49세,6
2020,15,19-49세,8
2020,16,19-49세,10
2020,17,19-49세,4
2020,18,19-49세,12
2020,19,19-49세,13
2020,20,19-49세,7
2020,21,19-49세,7
2020,22,19-49세,4
2020,23,19-49세,8
2020,24,19-49세,7
2020,25,19-49세,2
2020,26,19-49세,3
2020,27,19-49세,6
2020,28,19-49세,3
2020,29,19-49세,5
2020,30,19-49세,4
2020,31,19-49세,1
2020,32,19-49세,1
2020,33,19-49세,7
2020,34,19-49세,5
2020,35,19-49세,6
2019,36,13-18세,3
2019,37,13-18세,3
2019,38,13-18세,5
2019,39,13-18세,3
2019,40,13-18세,4
2019,41,13-18세,6
2019,42,13-18세,12
2019,43,13-18세,11
2019,44,13-18세,21
2019,45,13-18세,30
2019,46,13-18세,38
2019,47,13-18세,77
2019,48,13-18세,124
2019,49,13-18세,222
2019,50,13-18세,484
2019,51,13-18세,748
2019,52,13-18세,1497
2019,53,13-18세,1497
2020,1,13-18세,1717
2020,2,13-18세,1030
2020,3,13-18세,568
2020,4,13-18세,647
2020,5,13-18세,409
2020,6,13-18세,182
2020,7,13-18세,80
2020,8,13-18세,39
2020,9,13-18세,12
2020,10,13-18세,4
2020,11,13-18세,3
2020,12,13-18세,7
2020,13,13-18세,3
2020,14,13-18세,0
2020,15,13-18세,1
2020,16,13-18세,1
2020,17,13-18세,1
2020,18,13-18세,1
2020,19,13-18세,1
2020,20,13-18세,2
2020,21,13-18세,1
2020,22,13-18세,2
2020,23,13-18세,2
2020,24,13-18세,1
2020,25,13-18세,1
2020,26,13-18세,1
2020,27,13-18세,4
2020,28,13-18세,3
2020,29,13-18세,1
2020,30,13-18세,2
2020,31,13-18세,1
2020,32,13-18세,3
2020,33,13-18세,3
2020,34,13-18세,0
2020,35,13-18세,0
2019,36,7-12세,3
2019,37,7-12세,7
2019,38,7-12세,8
2019,39,7-12세,10
2019,40,7-12세,15
2019,41,7-12세,17
2019,42,7-12세,41
2019,43,7-12세,61
2019,44,7-12세,123
2019,45,7-12세,168
2019,46,7-12세,195
2019,47,7-12세,312
2019,48,7-12세,514
2019,49,7-12세,721
2019,50,7-12세,1262
2019,51,7-12세,1986
2019,52,7-12세,2908
2019,53,7-12세,2908
2020,1,7-12세,2692
2020,2,7-12세,1456
2020,3,7-12세,997
2020,4,7-12세,1483
2020,5,7-12세,797
2020,6,7-12세,240
2020,7,7-12세,128
2020,8,7-12세,76
2020,9,7-12세,22
2020,10,7-12세,3
2020,11,7-12세,4
2020,12,7-12세,2
2020,13,7-12세,2
2020,14,7-12세,2
2020,15,7-12세,0
2020,16,7-12세,2
2020,17,7-12세,0
2020,18,7-12세,3
2020,19,7-12세,0
2020,20,7-12세,5
2020,21,7-12세,0
2020,22,7-12세,1
2020,23,7-12세,0
2020,24,7-12세,1
2020,25,7-12세,0
2020,26,7-12세,0
2020,27,7-12세,2
2020,28,7-12세,0
2020,29,7-12세,1
2020,30,7-12세,0
2020,31,7-12세,0
2020,32,7-12세,0
2020,33,7-12세,1
2020,34,7-12세,1
2020,35,7-12세,1
2019,36,1-6세,7
2019,37,1-6세,9
2019,38,1-6세,11
2019,39,1-6세,12
2019,40,1-6세,15
2019,41,1-6세,24
2019,42,1-6세,69
2019,43,1-6세,127
2019,44,1-6세,208
2019,45,1-6세,275
2019,46,1-6세,322
2019,47,1-6세,379
2019,48,1-6세,614
2019,49,1-6세,809
2019,50,1-6세,1434
2019,51,1-6세,2274
2019,52,1-6세,3717
2019,53,1-6세,3717
2020,1,1-6세,3430
2020,2,1-6세,2536
2020,3,1-6세,2859
2020,4,1-6세,4566
2020,5,1-6세,2168
2020,6,1-6세,577
2020,7,1-6세,233
2020,8,1-6세,126
2020,9,1-6세,49
2020,10,1-6세,11
2020,11,1-6세,10
2020,12,1-6세,10
2020,13,1-6세,8
2020,14,1-6세,11
2020,15,1-6세,4
2020,16,1-6세,4
2020,17,1-6세,2
2020,18,1-6세,3
2020,19,1-6세,1
2020,20,1-6세,1
2020,21,1-6세,2
2020,22,1-6세,3
2020,23,1-6세,2
2020,24,1-6세,1
2020,25,1-6세,2
2020,26,1-6세,4
2020,27,1-6세,4
2020,28,1-6세,2
2020,29,1-6세,0
2020,30,1-6세,1
2020,31,1-6세,0
2020,32,1-6세,2
2020,33,1-6세,1
2020,34,1-6세,0
2020,35,1-6세,1
2019,36,0세,1
2019,37,0세,0
2019,38,0세,1
2019,39,0세,0
2019,40,0세,3
2019,41,0세,7
2019,42,0세,0
2019,43,0세,5
2019,44,0세,14
2019,45,0세,17
2019,46,0세,31
2019,47,0세,35
2019,48,0세,51
2019,49,0세,78
2019,50,0세,153
2019,51,0세,227
2019,52,0세,421
2019,53,0세,421
2020,1,0세,571
2020,2,0세,351
2020,3,0세,321
2020,4,0세,410
2020,5,0세,260
2020,6,0세,60
2020,7,0세,25
2020,8,0세,12
2020,9,0세,6
2020,10,0세,3
2020,11,0세,2
2020,12,0세,2
2020,13,0세,2
2020,14,0세,2
2020,15,0세,1
2020,16,0세,1
2020,17,0세,0
2020,18,0세,0
2020,19,0세,0
2020,20,0세,1
2020,21,0세,0
2020,22,0세,0
2020,23,0세,0
2020,24,0세,2
2020,25,0세,0
2020,26,0세,0
2020,27,0세,0
2020,28,0세,0
2020,29,0세,0
2020,30,0세,0
2020,31,0세,0
2020,32,0세,0
2020,33,0세,0
2020,34,0세,0
2020,35,0세,0
